match_id,playhq_match_id,season,parent_grade,competition,round,match_date,team1,team2,opponent_name,opponent_club_id,halls_head_innings_no,opposition_innings_no,batted_first,halls_head_batted_first,innings_shift_applied,innings_renumbered
267,,2024/25,E,E Grade,Round 1,"12:35 PM, Saturday, 12 Oct 2024",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
268,,2025/26,E,E Grade,Round 14,"12:50 PM, Saturday, 28 Feb 2026",Secret Harbour Dockers Cricket Club,Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,11,2,1,Secret Harbour Dockers Cricket Club,no,0,no
269,,2023/24,F,Mid-Year T20 F Grade,Round 3,"12:00 PM, Saturday, 09 Dec 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
270,,2025/26,A,A Grade: Wyllie Cup,Round 3,"12:00 PM, Saturday, 18 Oct 2025",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
271,,2023/24,PPL,Retravision T20 Peel Premier League,Round 1,"06:30 PM, Tuesday, 24 Oct 2023",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
272,,2023/24,PPL,Retravision T20 Peel Premier League,Grand Final,"06:30 PM, Tuesday, 05 Mar 2024",Halls Head Cricket Club,Senior Men Premier T20,Senior Men Premier T20,,1,2,Halls Head Cricket Club,yes,0,no
273,,2023/24,F,F Grade,Round 1,"12:35 PM, Saturday, 07 Oct 2023",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
274,,2025/26,E,E Grade,Grand Final,"12:50 PM, Saturday, 21 Mar 2026",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
275,,2023/24,F,F Grade,Round 4,"12:50 PM, Saturday, 28 Oct 2023",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
276,,2025/26,A,A Grade: Wyllie Cup,Round 17,"12:20 PM, Saturday, 21 Feb 2026",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
277,,2023/24,A,A Grade: Wyllie Cup,Round 14,"12:15 PM, Saturday, 03 Feb 2024",Waroona Cricket Club,Halls Head Cricket Club,Waroona Cricket Club,4,2,1,Waroona Cricket Club,no,0,no
278,,2024/25,F,F Grade,Round 1,"12:35 PM, Saturday, 12 Oct 2024",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
279,,2024/25,B,B Grade: McIntosh Cup,Round 12,"12:15 PM, Saturday, 15 Feb 2025",Pinjarra Cricket Club,Halls Head Cricket Club,Pinjarra Cricket Club,8,2,1,Pinjarra Cricket Club,no,0,no
280,,2024/25,A,A Grade: Wyllie Cup,Round 13,"12:15 PM, Saturday, 18 Jan 2025",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
281,,2023/24,B,B Grade: McIntosh Cup,Round 5,"12:15 PM, Saturday, 04 Nov 2023",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
282,,2025/26,D,Mid-Year T20 D Grade,Round 3,"12:00 PM, Saturday, 13 Dec 2025",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
283,,2025/26,B,B Grade: McIntosh Cup,Grand Final,"12:00 PM, Saturday, 21 Mar 2026",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
284,,2024/25,E,E Grade,Round 14,"12:50 PM, Saturday, 01 Mar 2025",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
285,,2023/24,F,F Grade,Round 3,"12:35 PM, Saturday, 21 Oct 2023",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
286,,2023/24,D,D Grade Ritchie Cup,Round 4,"12:30 PM, Saturday, 28 Oct 2023",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
287,,2023/24,A,A Grade: Wyllie Cup,Round 18,"12:15 PM, Saturday, 02 Mar 2024",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
288,,2024/25,F,Mid-Year T20 F Grade,Round 3,"12:00 PM, Saturday, 14 Dec 2024",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
289,,2025/26,A,A Grade: Wyllie Cup,Round 14,"12:15 PM, Saturday, 31 Jan 2026",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
290,,2023/24,E,Mid-Year T20 E Grade,Round 2,"03:00 PM, Saturday, 02 Dec 2023",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
291,,2024/25,F,F Grade,Round 12,"12:50 PM, Saturday, 15 Feb 2025",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
292,,2025/26,U21 Colts,U21 Colts,,,,,,,,,,,0,no
293,,2023/24,D,D Grade Ritchie Cup,Round 8,"12:30 PM, Saturday, 13 Jan 2024",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
294,,2024/25,F,F Grade,Round 8,"12:50 PM, Saturday, 11 Jan 2025",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
295,,2025/26,D,D Grade Ritchie Cup,Round 2,"12:15 PM, Saturday, 11 Oct 2025",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
296,,2025/26,B,B Grade: McIntosh Cup,Round 13,"12:15 PM, Saturday, 21 Feb 2026",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
297,,2025/26,A,A Grade: Wyllie Cup,Round 1,"12:00 PM, Saturday, 04 Oct 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
298,,2024/25,F,Mid-Year T20 F Grade,Round 2,"12:00 PM, Saturday, 07 Dec 2024",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
299,,2023/24,B,B Grade: McIntosh Cup,Round 10,"12:15 PM, Saturday, 03 Feb 2024",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
300,,2024/25,F,Mid-Year T20 F Grade,Round 1,"03:00 PM, Saturday, 30 Nov 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
301,,2024/25,D,D Grade Ritchie Cup,Round 9,"12:30 PM, Saturday, 18 Jan 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
302,,2024/25,F,F Grade,Round 10,"12:50 PM, Saturday, 01 Feb 2025",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
303,,2024/25,D,D Grade Ritchie Cup,Round 12,"12:30 PM, Saturday, 15 Feb 2025",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
304,,2023/24,E,E Grade,Round 4,"12:50 PM, Saturday, 28 Oct 2023",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
305,,2024/25,E,Mid-Year T20 E Grade,Round 2,"12:00 PM, Saturday, 07 Dec 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
306,,2025/26,Female A,Mid-Year T20 Female A Grade,Round 3,"12:00 PM, Saturday, 13 Dec 2025",SJ Blues Cricket Club,Halls Head Cricket Club,SJ Blues Cricket Club,14,2,1,SJ Blues Cricket Club,no,0,no
307,,2024/25,F,F Grade,Round 11,"12:50 PM, Saturday, 08 Feb 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
308,,2023/24,A,A Grade: Wyllie Cup,,,,,,,,,,,0,no
309,,2025/26,E,Mid-Year T20 E Grade,Round 3,"03:00 PM, Saturday, 13 Dec 2025",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
310,,2025/26,F,F Grade,Preliminary Final,"12:50 PM, Saturday, 14 Mar 2026",Halls Head Cricket Club,Waroona Cricket Club,Waroona Cricket Club,4,1,2,Halls Head Cricket Club,yes,0,no
311,,2025/26,PPL,Retravision PPL T20 Cup,Finals,"06:30 PM, Tuesday, 10 Mar 2026",Halls Head Cricket Club,Pinjarra Cricket Club,Pinjarra Cricket Club,8,1,2,Halls Head Cricket Club,yes,0,no
312,,2023/24,F,F Grade,Round 11,"12:50 PM, Saturday, 10 Feb 2024",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
313,,2025/26,B,B Grade: McIntosh Cup,Round 1,"12:00 PM, Saturday, 04 Oct 2025",Halls Head Cricket Club,Secret Harbour Dockers Cricket Club,Secret Harbour Dockers Cricket Club,11,1,2,Halls Head Cricket Club,yes,0,no
314,,2023/24,B,B Grade: McIntosh Cup,Round 14,"12:15 PM, Saturday, 02 Mar 2024",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
315,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Round 7,"12:20 PM, Sunday, 15 Feb 2026",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
316,,2025/26,U21 Colts,ID Athletic PCA Colts Competition,Round 3,"10:00 AM, Sunday, 16 Nov 2025",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
317,,2024/25,D,Mid-Year T20 D Grade,Round 2,"03:00 PM, Saturday, 07 Dec 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
318,,2023/24,D,Mid-Year T20 D Grade,Semi Finals,"11:00 AM, Saturday, 16 Dec 2023",Warnbro Swans Cricket Club,Halls Head Cricket Club,Warnbro Swans Cricket Club,7,2,1,Warnbro Swans Cricket Club,no,0,no
319,,2024/25,F,F Grade,Round 9,"12:50 PM, Saturday, 18 Jan 2025",Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,0,no
320,,2023/24,E,Mid-Year T20 E Grade,Round 3,"12:00 PM, Saturday, 09 Dec 2023",Halls Head Cricket Club,Senior Men E Grade T20,Senior Men E Grade T20,,1,2,Halls Head Cricket Club,yes,0,no
321,,2024/25,F,F Grade,Round 13,"12:50 PM, Saturday, 22 Feb 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
322,,2025/26,E,E Grade,Round 8,"12:50 PM, Saturday, 10 Jan 2026",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
323,,2025/26,E,E Grade,Round 10,"12:50 PM, Saturday, 31 Jan 2026",Halls Head Cricket Club,Warnbro Swans Cricket Club,Warnbro Swans Cricket Club,7,1,2,Halls Head Cricket Club,yes,0,no
324,,2025/26,D,D Grade Ritchie Cup,Round 8,"12:30 PM, Saturday, 10 Jan 2026",South Mandurah Cricket Club,Halls Head Cricket Club,South Mandurah Cricket Club,12,2,1,South Mandurah Cricket Club,no,0,no
325,,2025/26,B,B Grade: McIntosh Cup,Round 2,"12:00 PM, Saturday, 11 Oct 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
326,,2023/24,D,D Grade Ritchie Cup,Round 14,"12:30 PM, Saturday, 02 Mar 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
327,,2025/26,E,Mid-Year T20 E Grade,Semi Finals,"11:30 AM, Saturday, 20 Dec 2025",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
328,,2023/24,A,A Grade: Wyllie Cup,Round 17,"12:15 PM, Saturday, 24 Feb 2024",Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,0,no
329,,2024/25,A,A Grade: Wyllie Cup,Round 16,"12:15 PM, Saturday, 15 Feb 2025",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
330,,2025/26,E,E Grade,Round 11,"12:50 PM, Saturday, 07 Feb 2026",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
331,,2024/25,A,A Grade: Wyllie Cup,Round 9,"12:15 PM, Saturday, 07 Dec 2024",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
332,,2023/24,B,B Grade: McIntosh Cup,Round 8,"12:15 PM, Saturday, 13 Jan 2024",Halls Head Cricket Club,Shoalwater Bay Cricket Club,Shoalwater Bay Cricket Club,5,1,2,Halls Head Cricket Club,yes,0,no
333,,2023/24,E,E Grade,Round 2,"12:35 PM, Saturday, 14 Oct 2023",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
334,,2024/25,F,F Grade,Round 6,"12:50 PM, Saturday, 16 Nov 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
335,,2025/26,E,Mid-Year T20 E Grade,Round 2,"01:00 PM, Saturday, 06 Dec 2025",Shoalwater Bay Cricket Club,Halls Head Cricket Club,Shoalwater Bay Cricket Club,5,2,1,Shoalwater Bay Cricket Club,no,0,no
336,,2024/25,E,E Grade,Round 4,"12:50 PM, Saturday, 02 Nov 2024",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
337,,2023/24,F,F Grade,Round 7,"12:50 PM, Saturday, 18 Nov 2023",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
338,,2023/24,B,B Grade: McIntosh Cup,Round 4,"12:15 PM, Saturday, 28 Oct 2023",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
339,,2025/26,F,F Grade,Finals,"12:50 PM, Saturday, 07 Mar 2026",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
340,,2025/26,A,A Grade: Wyllie Cup,Round 11,"12:15 PM, Saturday, 20 Dec 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
341,,2023/24,Female A,Rio Tinto Female A Grade,Grand Final,"02:00 PM, Saturday, 17 Feb 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
342,,2023/24,Female A,Rio Tinto Female A Grade,Round 1,"02:00 PM, Saturday, 14 Oct 2023",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
343,,2023/24,Female A,Rio Tinto Female A Grade,Round 2,"02:00 PM, Saturday, 21 Oct 2023",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
344,,2023/24,Female A,Rio Tinto Female A Grade,Round 3,"02:00 PM, Saturday, 28 Oct 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
345,,2023/24,Female A,Rio Tinto Female A Grade,Round 4,"02:00 PM, Saturday, 04 Nov 2023",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
346,,2023/24,Female A,Rio Tinto Female A Grade,Round 5,"02:00 PM, Saturday, 18 Nov 2023",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
347,,2023/24,Female A,Rio Tinto Female A Grade,Round 6,"03:00 PM, Saturday, 25 Nov 2023",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
348,,2023/24,Female A,Rio Tinto Female A Grade,Round 7,"03:00 PM, Saturday, 02 Dec 2023",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
349,,2023/24,Female A,Rio Tinto Female A Grade,Round 8,"03:00 PM, Saturday, 09 Dec 2023",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
350,,2023/24,Female A,Rio Tinto Female A Grade,Round 9,"03:00 PM, Saturday, 16 Dec 2023",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
351,,2023/24,Female A,Rio Tinto Female A Grade,Round 10,"06:00 PM, Saturday, 13 Jan 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
352,,2023/24,Female A,Rio Tinto Female A Grade,Round 11,"02:00 PM, Saturday, 03 Feb 2024",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
353,,2023/24,Female A,Rio Tinto Female A Grade,Round 12,"02:00 PM, Saturday, 10 Feb 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
354,,2024/25,Female A,Senior Female A Grade,Round 1,"01:00 PM, Saturday, 12 Oct 2024",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
355,,2024/25,Female A,Senior Female A Grade,Round 2,"01:00 PM, Saturday, 19 Oct 2024",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
356,,2024/25,Female A,Senior Female A Grade,Round 3,"01:00 PM, Saturday, 26 Oct 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
357,,2024/25,Female A,Senior Female A Grade,Round 4,"01:00 PM, Saturday, 02 Nov 2024",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
358,,2024/25,Female A,Senior Female A Grade,Round 5,"02:00 PM, Saturday, 09 Nov 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
359,,2024/25,Female A,Senior Female A Grade,Round 6,"02:00 PM, Saturday, 16 Nov 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
360,,2024/25,Female A,Senior Female A Grade,Round 7,"02:00 PM, Saturday, 23 Nov 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
361,,2024/25,Female A,Senior Female A Grade,Round 8,"02:00 PM, Saturday, 30 Nov 2024",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
362,,2024/25,Female A,Senior Female A Grade,Round 9,"12:00 PM, Saturday, 07 Dec 2024",Halls Head Cricket Club,Rockingham Hornets Cricket Club,Rockingham Hornets Cricket Club,10,1,2,Halls Head Cricket Club,yes,0,no
363,,2024/25,Female A,Senior Female A Grade,Round 10,"12:00 PM, Saturday, 14 Dec 2024",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
364,,2024/25,Female A,Senior Female A Grade,Round 11,"02:00 PM, Saturday, 11 Jan 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
365,,2024/25,Female A,Senior Female A Grade,Round 12,"02:00 PM, Saturday, 18 Jan 2025",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
366,,2024/25,Female A,Senior Female A Grade,Round 13,"12:30 PM, Saturday, 15 Feb 2025",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
367,,2024/25,Female A,Senior Female A Grade,Round 14,"12:30 PM, Saturday, 22 Feb 2025",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
368,,2024/25,Female A,Senior Female A Grade,Round 15,"03:00 PM, Saturday, 01 Mar 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
369,,2025/26,Female A,Senior Female A Grade,Round 2,"12:30 PM, Saturday, 18 Oct 2025",White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,0,no
370,,2025/26,Female A,Senior Female A Grade,Round 3,"12:30 PM, Saturday, 25 Oct 2025",Halls Head Cricket Club,,,,1,,Halls Head Cricket Club,yes,0,no
371,,2025/26,Female A,Senior Female A Grade,Round 4,"12:30 PM, Saturday, 01 Nov 2025",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
372,,2025/26,Female A,Senior Female A Grade,Round 5,"12:30 PM, Saturday, 08 Nov 2025",Halls Head Cricket Club,Mandurah Cricket Club,Mandurah Cricket Club,6,1,2,Halls Head Cricket Club,yes,0,no
373,,2025/26,Female A,Senior Female A Grade,Round 6,"12:30 PM, Saturday, 15 Nov 2025",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
374,,2025/26,Female A,Senior Female A Grade,Round 8,"12:30 PM, Saturday, 17 Jan 2026",SJ Blues Cricket Club,Halls Head Cricket Club,SJ Blues Cricket Club,14,2,1,SJ Blues Cricket Club,no,0,no
375,,2025/26,Female A,Senior Female A Grade,Round 9,"12:30 PM, Saturday, 07 Feb 2026",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
376,,2025/26,Female A,Senior Female A Grade,Round 10,"12:30 PM, Saturday, 14 Feb 2026",Mandurah Cricket Club,Halls Head Cricket Club,Mandurah Cricket Club,6,2,1,Mandurah Cricket Club,no,0,no
377,,2025/26,Female A,Senior Female A Grade,Round 11,"12:30 PM, Saturday, 21 Feb 2026",Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,0,no
378,,2025/26,Female A,Senior Female A Grade,Round 12,"12:30 PM, Saturday, 28 Feb 2026",Rockingham Hornets Cricket Club,Halls Head Cricket Club,Rockingham Hornets Cricket Club,10,2,1,Rockingham Hornets Cricket Club,no,0,no
379,3851517b-08dd-4312-a2c3-126cc5bdbd5b,2018/19,A,A Grade: Wyllie Cup,Round 7,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
380,2ee6ceae-d50a-4580-b248-2bc0db46fb43,2018/19,A,A Grade: Wyllie Cup,Round 6,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
381,00683633-8417-4b62-ae5d-3ffd6aa134ee,2018/19,A,A Grade: Wyllie Cup,Round 2,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
382,d3686c82-7650-4337-a15a-4f5dd691079d,2018/19,A,A Grade: Wyllie Cup,Round 14,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
383,93aa4dde-3d19-421d-b7dd-5f3cd121d8e7,2018/19,A,A Grade: Wyllie Cup,Round 10,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
384,ced960b6-183b-494a-a862-62fe9643d2d3,2018/19,A,A Grade: Wyllie Cup,Round 4,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
385,6060a604-335d-412f-aff6-654e6f1c7796,2018/19,A,A Grade: Wyllie Cup,Round 13,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
