match_id,playhq_match_id,season,parent_grade,competition,round,match_date,team1,team2,opponent_name,opponent_club_id,halls_head_innings_no,opposition_innings_no,batted_first,halls_head_batted_first,innings_shift_applied,innings_renumbered
386,180ec05e-6155-4229-bb26-69b567f9df32,2018/19,A,A Grade: Wyllie Cup,Round 11,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
387,eaa48347-f097-4a5d-96e9-8108f4e06440,2018/19,A,A Grade: Wyllie Cup,Round 1,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
388,939bcabb-4ae6-409c-b2dc-87be1b2241f1,2018/19,A,A Grade: Wyllie Cup,Round 9,,White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,+1,yes
389,52cf376e-7c7e-4823-a86b-95615530a56c,2018/19,A,A Grade: Wyllie Cup,Round 8,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
390,4f7732e0-ae74-4647-81e7-9be5a8592021,2018/19,A,A Grade: Wyllie Cup,Round 17,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
391,af942998-8a8c-4dcc-8b50-9c7065b63c89,2018/19,A,A Grade: Wyllie Cup,Round 5,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
392,ca7c5bf7-e6e2-4e67-8592-a640f258a9ab,2018/19,A,A Grade: Wyllie Cup,Round 15,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
393,d8d5e845-ad94-4dfe-b6bd-db24b3f01d05,2018/19,A,A Grade: Wyllie Cup,Round 3,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
394,d9ca32d5-af78-4721-9696-ece02b8af4e7,2018/19,A,A Grade: Wyllie Cup,Round 16,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
395,3b2ba01a-8aea-4f02-a2a5-f45ffe91aed5,2018/19,A,A Grade: Wyllie Cup,Round 12,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
396,7ca447ef-06ab-4d12-a01e-0cb1b7e40b63,2018/19,B,B Grade: McIntosh Cup,Round 6,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
397,f23bed5f-67c1-412b-9222-0cb7e281d9b5,2018/19,B,B Grade: McIntosh Cup,Round 3,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
398,3acb5168-c3ac-44f2-bbc4-1e1c11751c49,2018/19,B,B Grade: McIntosh Cup,Round 15,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
399,3b65755d-a0c3-4fd8-80dd-237b1f7d2d50,2018/19,B,B Grade: McIntosh Cup,Round 2,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
400,b254b1cd-93a7-4c38-951c-3b20bf47e19d,2018/19,B,B Grade: McIntosh Cup,Round 7,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
401,9295849d-c2be-4ba0-b8a2-43427c077f4c,2018/19,B,B Grade: McIntosh Cup,Round 4,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
402,74d4e954-de23-42e7-9b42-581e5c23d625,2018/19,B,B Grade: McIntosh Cup,Round 1,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
403,2cef5ab5-c6d5-4724-873b-9cb18bc99b6b,2018/19,B,B Grade: McIntosh Cup,Round 13,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
404,670f5a37-b1d1-4739-9926-9ea7b8f5a076,2018/19,B,B Grade: McIntosh Cup,Round 12,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
405,6da1f7a1-b7d9-457a-8305-a58a4a348e0d,2018/19,B,B Grade: McIntosh Cup,Round 16,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
406,9c731210-38b2-4a6b-ac20-ae5722ccd024,2018/19,B,B Grade: McIntosh Cup,Round 10,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
407,0f88c65e-16ac-4180-87ce-cfe221536f61,2018/19,B,B Grade: McIntosh Cup,Round 8,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
408,2d810046-ac9b-4e17-a256-d6794c1ebcc0,2018/19,B,B Grade: McIntosh Cup,Round 11,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
409,f9528e3c-16e8-48b6-92f9-d6ca28042cbb,2018/19,B,B Grade: McIntosh Cup,Round 9,,Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,+1,yes
410,0b4723b1-8963-40ab-8cec-f74275a4a27c,2018/19,B,B Grade: McIntosh Cup,Round 17,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
411,77472d05-3822-4374-b1fa-01f1d4437ea3,2018/19,D,D Grade Ritchie Cup,Semi Finals,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
412,67bf4a42-f913-4f41-a7cd-1d4af10f758b,2018/19,D,D Grade Ritchie Cup,Round 10,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
413,69e1dcb4-e779-48f8-ab31-42f0ba9f01f8,2018/19,D,D Grade Ritchie Cup,Round 11,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
414,2200f252-52e8-481c-b7cd-49cb9e3354f5,2018/19,D,D Grade Ritchie Cup,Round 16,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
415,f30f7603-326f-40bb-acdf-4fdbcb8211b9,2018/19,D,D Grade Ritchie Cup,Round 8,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
416,14d2aec4-1e5d-4df5-b5a2-9b1e5ddc08ea,2018/19,D,D Grade Ritchie Cup,Round 17,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
417,ec5ad40d-eb1c-4329-a00a-a2092341ddbb,2018/19,D,D Grade Ritchie Cup,Round 4,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
418,86fb8500-2ec6-4e24-9b37-acc5bf84283f,2018/19,D,D Grade Ritchie Cup,Round 13,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
419,f73941b7-1235-443a-8710-beec0e1030a5,2018/19,D,D Grade Ritchie Cup,Round 2,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
420,4e998b31-2d05-4796-abba-cf196cc81ad3,2018/19,D,D Grade Ritchie Cup,Round 5,,Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,+1,yes
421,ca4714d2-af2e-43d0-9389-d36d84a0ba56,2018/19,D,D Grade Ritchie Cup,Round 6,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
422,d905057c-af39-4e10-869a-e0e03322d182,2018/19,D,D Grade Ritchie Cup,Round 14,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
423,e75b84c7-2f8f-4304-b6c9-e569c9580741,2018/19,D,D Grade Ritchie Cup,Round 15,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
424,590ee9ab-a652-4c42-b0b4-e6da59669f02,2018/19,D,D Grade Ritchie Cup,Round 9,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
425,de4b17e6-19a0-48ce-a835-e75e368b4aee,2018/19,D,D Grade Ritchie Cup,Round 3,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
426,de60b590-4595-4cae-9988-fffda087e573,2018/19,D,D Grade Ritchie Cup,Round 7,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
427,b1f1f24f-2068-4e52-b14c-07bf62ac4f68,2019/20,A,A Grade: Wyllie Cup,Round 6,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
428,12dd03d5-fecb-402b-8086-0e4009590a15,2019/20,A,A Grade: Wyllie Cup,Round 10,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
429,3132042c-8dca-4013-a4c7-1b2f5bfbb00f,2019/20,A,A Grade: Wyllie Cup,Round 16,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
430,46bc5378-d3c9-4139-8c18-1dc2122f187b,2019/20,A,A Grade: Wyllie Cup,Round 8,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
431,79e488ba-230b-4152-bfcb-26fb0e3b2018,2019/20,A,A Grade: Wyllie Cup,Round 5,,White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,+1,yes
432,ab85590a-8a4b-453c-a420-3887a909e631,2019/20,A,A Grade: Wyllie Cup,Round 9,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
433,0a3a5bf1-b5a0-45ac-8482-3cd091e166d3,2019/20,A,A Grade: Wyllie Cup,Round 15,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
434,775f5adf-e888-4038-9907-5b1682dd9053,2019/20,A,A Grade: Wyllie Cup,Round 14,,White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,+1,yes
435,2cd61632-6085-4b11-897a-6a5f0aff6c04,2019/20,A,A Grade: Wyllie Cup,Round 7,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
436,bb193c76-36e2-4635-aef1-a2f860c7a554,2019/20,A,A Grade: Wyllie Cup,Round 13,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
437,2afb0401-8dbc-4f3d-82a7-acf0c8d4415a,2019/20,A,A Grade: Wyllie Cup,Round 1,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
438,b691b7fc-b3a3-4f80-9aa2-bda06ea7c972,2019/20,A,A Grade: Wyllie Cup,Round 3,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
439,6c576137-65b7-45ce-b7b7-cd5e016ab8c6,2019/20,A,A Grade: Wyllie Cup,Round 17,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
440,08fcb3ca-5559-4d97-8170-d2f1d2ac490e,2019/20,A,A Grade: Wyllie Cup,Round 18,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
441,c10191cc-f46a-4240-84bb-fde6b683701f,2019/20,A,A Grade: Wyllie Cup,Round 12,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
442,e7960e74-8542-46b1-a553-479e1e5b7b55,2019/20,B,B Grade: McIntosh Cup,Round 7,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
443,1b2bf228-bfcd-427f-8f37-486a9f0f6368,2019/20,B,B Grade: McIntosh Cup,Round 6,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
444,32e277b1-5059-465c-9626-600d055edd42,2019/20,B,B Grade: McIntosh Cup,Round 2,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
445,29050c04-140f-4a3c-a526-726e22aa1d39,2019/20,B,B Grade: McIntosh Cup,Round 3,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
446,9764f18e-4fab-4425-a240-7f0e32d1ae17,2019/20,B,B Grade: McIntosh Cup,Round 1,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
447,a7f973c0-d414-4146-8cea-9e9f1243187f,2019/20,B,B Grade: McIntosh Cup,Round 4,,Halls Head Cricket Club,B Grade: McIntosh Cup,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
448,ff95ac37-8899-4527-b8ce-ba5382ebc55d,2019/20,B,B Grade: McIntosh Cup,Round 8,,B Grade: McIntosh Cup,Halls Head Cricket Club,B Grade: McIntosh Cup,,2,1,B Grade: McIntosh Cup,no,+1,yes
449,77418546-5736-4d68-8d38-c72d688184dc,2019/20,B,B Grade: McIntosh Cup,Round 5,,Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,+1,yes
450,1e1fd4dc-f852-4205-8247-06e585fb5c75,2019/20,D,D Grade Ritchie Cup,Round 9,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
451,f895bfc7-dfdc-4223-beb7-08f361f3371f,2019/20,D,D Grade Ritchie Cup,Round 18,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
452,4ac14c34-1242-47db-81c9-0c5c6b0452ac,2019/20,D,D Grade Ritchie Cup,Round 7,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
453,93c02f4f-1e23-4b11-8b7a-135b3af6e7ac,2019/20,D,D Grade Ritchie Cup,Round 1,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
454,9ab2880e-497e-40c7-98a9-2028cbe815ef,2019/20,D,D Grade Ritchie Cup,Round 4,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
455,f9efa902-791c-433a-8f44-22c1ffc90e14,2019/20,D,D Grade Ritchie Cup,Round 17,,Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,+1,yes
456,8cdf2521-0030-4575-ad76-4c3f4043b36e,2019/20,D,D Grade Ritchie Cup,Round 14,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
457,c1646079-1ae1-4069-beda-75444810c96a,2019/20,D,D Grade Ritchie Cup,Round 10,,Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,+1,yes
458,58503ce2-b272-43b9-9c12-8df13ad9328e,2019/20,D,D Grade Ritchie Cup,Round 12,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
459,bd28158c-152d-49aa-a956-971d60e93694,2019/20,D,D Grade Ritchie Cup,Round 5,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
460,40f9c579-60e5-4469-810b-9fceefcca0aa,2019/20,D,D Grade Ritchie Cup,Round 11,,D Grade Ritchie Cup,Halls Head Cricket Club,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
461,659bb531-74d6-48d8-a406-aba83c3817f6,2019/20,D,D Grade Ritchie Cup,Round 3,,Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,+1,yes
462,94a44f38-e431-4483-b5c1-c4525644f1fb,2019/20,D,D Grade Ritchie Cup,Round 16,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,2,1,D Grade Ritchie Cup,no,+1,yes
463,7c4bc34a-4ae3-43cf-9e57-c4d6454b86ac,2019/20,D,D Grade Ritchie Cup,Round 2,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
464,166f1063-65a8-4ba6-a940-c84cea100719,2019/20,D,D Grade Ritchie Cup,Round 15,,Halls Head Cricket Club,D Grade Ritchie Cup,D Grade Ritchie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
465,c4ffbfe6-1863-4242-a3b4-e652ba405e14,2019/20,D,D Grade Ritchie Cup,Round 13,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
466,cf77f402-dbae-4626-bb7f-e6da48ab2957,2019/20,D,D Grade Ritchie Cup,Round 6,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
467,843a6b84-2851-475f-89b5-18dc606d66a3,2019/20,Female B,Ladies T20,Round 14,,Halls Head Cricket Club,Ladies T20,Ladies T20,,1,2,Halls Head Cricket Club,yes,+1,yes
468,f3575916-76a3-4164-9035-5d0bc7159885,2019/20,Female B,Ladies T20,Round 9,,Halls Head Cricket Club,Ladies T20,Ladies T20,,1,2,Halls Head Cricket Club,yes,+1,yes
469,b8fa41c2-a4b1-4491-a138-692e0364d427,2019/20,Female B,Ladies T20,Round 3,,Halls Head Cricket Club,Ladies T20,Ladies T20,,1,2,Halls Head Cricket Club,yes,+1,yes
470,94e0094b-2c52-4287-93db-98a0b9431541,2019/20,Female B,Ladies T20,Round 12,,Halls Head Cricket Club,Ladies T20,Ladies T20,,2,1,Ladies T20,no,+1,yes
471,8cadceba-e84a-4fa5-9e84-b6fc5eb08a1a,2019/20,Female B,Ladies T20,Round 2,,Halls Head Cricket Club,Ladies T20,Ladies T20,,1,2,Halls Head Cricket Club,yes,+1,yes
472,9b802ee7-2135-480c-95b1-c6a9dcf568d5,2019/20,Female B,Ladies T20,Round 13,,Halls Head Cricket Club,Ladies T20,Ladies T20,,1,2,Halls Head Cricket Club,yes,+1,yes
473,8ea2434e-19f6-4799-b911-c9dc3b731042,2019/20,Female B,Ladies T20,Round 7,,Halls Head Cricket Club,Ladies T20,Ladies T20,,1,2,Halls Head Cricket Club,yes,+1,yes
474,4212bc99-85e8-43f6-bc81-d1f58762958b,2019/20,Female B,Ladies T20,Round 5,,Halls Head Cricket Club,Ladies T20,Ladies T20,,1,2,Halls Head Cricket Club,yes,+1,yes
475,8e798022-d9ea-42bc-a6d8-ec5f3c1aa67a,2019/20,Female B,Ladies T20,Round 4,,Halls Head Cricket Club,Ladies T20,Ladies T20,,1,2,Halls Head Cricket Club,yes,+1,yes
476,8ab52b79-9654-4e20-9c18-f407cac9e8cd,2019/20,Female B,Ladies T20,Round 6,,Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,+1,yes
477,fa503e71-617c-43f2-89cc-f9edb865799a,2019/20,Female B,Ladies T20,Round 11,,Halls Head Cricket Club,Ladies T20,Ladies T20,,2,1,Ladies T20,no,+1,yes
478,c1f67d3b-e30e-4fc1-945e-25104e11ea95,2019/20,PPL,RetraVision Premier T20 League,Round 3,,RetraVision Premier T20 League,Halls Head Cricket Club,RetraVision Premier T20 League,,2,1,RetraVision Premier T20 League,no,+1,yes
479,8165109e-d9aa-4425-85ec-54be1d66544b,2019/20,PPL,RetraVision Premier T20 League,Round 2,,Halls Head Cricket Club,White Knights Baldivis Cricket Club,White Knights Baldivis Cricket Club,3,1,2,Halls Head Cricket Club,yes,+1,yes
480,81682ea0-f6f8-4e0c-95df-e92a151f4df5,2019/20,PPL,RetraVision Premier T20 League,Semi Finals,,Halls Head Cricket Club,Singleton Irwinians Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
481,9d67a806-0369-4b58-a930-fa222ddfb346,2019/20,PPL,RetraVision Premier T20 League,Round 1,,Halls Head Cricket Club,RetraVision Premier T20 League,RetraVision Premier T20 League,,1,2,Halls Head Cricket Club,yes,+1,yes
482,5e0dfb2d-874b-46bb-bf92-224070106567,2020/21,A,A Grade: Wyllie Cup,Round 7,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
483,8e044972-bb99-4c17-98c4-2512817dbfdd,2020/21,A,A Grade: Wyllie Cup,Semi Finals,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
484,7bdea8bb-397d-41c1-8bbb-2a501ef29e24,2020/21,A,A Grade: Wyllie Cup,Round 14,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,1,2,Halls Head Cricket Club,yes,+1,yes
485,547b1ff5-2be6-4e91-9003-2c22fdd47fb6,2020/21,A,A Grade: Wyllie Cup,Round 9,,White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,+1,yes
486,c24efb3e-80e2-49bf-ad00-4413325dab14,2020/21,A,A Grade: Wyllie Cup,Round 16,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
487,464fc964-5be4-4214-a991-45221d9ab3e6,2020/21,A,A Grade: Wyllie Cup,Grand Final,,Singleton Irwinians Cricket Club,Halls Head Cricket Club,Singleton Irwinians Cricket Club,9,2,1,Singleton Irwinians Cricket Club,no,+1,yes
488,eb34cb74-433e-4290-a0ad-59eef16a6f45,2020/21,A,A Grade: Wyllie Cup,Round 13,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,,1,A Grade: Wyllie Cup,,+1,yes
489,2d422fc1-3a0a-47ee-8949-5b618cc20446,2020/21,A,A Grade: Wyllie Cup,Round 6,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
490,12da1ea8-7752-4051-bd41-603e3dda8682,2020/21,A,A Grade: Wyllie Cup,Round 18,,White Knights Baldivis Cricket Club,Halls Head Cricket Club,White Knights Baldivis Cricket Club,3,2,1,White Knights Baldivis Cricket Club,no,+1,yes
491,76c4438a-7af0-408b-9ee3-6f543a75fecc,2020/21,A,A Grade: Wyllie Cup,Round 15,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
492,f17cd99c-5461-4cf3-ab8b-93bfce75ab21,2020/21,A,A Grade: Wyllie Cup,Round 8,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
493,8baef433-44b0-461a-b868-b5334f7031fc,2020/21,A,A Grade: Wyllie Cup,Round 10,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
494,5e6a9f67-d361-4b56-b63d-bb52aaa16e28,2020/21,A,A Grade: Wyllie Cup,Round 2,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
495,de5dc8c1-829a-4e61-abde-c1f05e65bd45,2020/21,A,A Grade: Wyllie Cup,Round 1,,A Grade: Wyllie Cup,Halls Head Cricket Club,A Grade: Wyllie Cup,,1,2,Halls Head Cricket Club,yes,+1,yes
496,6907a75a-1cc7-4a52-8203-cd9b88f70ed8,2020/21,A,A Grade: Wyllie Cup,Round 11,,Halls Head Cricket Club,A Grade: Wyllie Cup,A Grade: Wyllie Cup,,2,1,A Grade: Wyllie Cup,no,+1,yes
